,Class
0,3
1,9
2,9
3,5
4,3
5,6
6,0
7,0
8,10
9,10
10,9
11,7
12,3
13,10
14,10
15,10
16,10
17,7
18,4
19,10
20,10
21,9
22,10
23,1
24,5
25,5
26,5
27,2
28,4
29,5
30,9
31,3
32,9
33,0
34,6
35,10
36,8
37,10
38,9
39,10
40,7
41,9
42,3
43,5
44,9
45,9
46,5
47,8
48,0
49,9
50,2
51,2
52,9
53,7
54,10
55,4
56,6
57,6
58,9
59,9
60,6
61,8
62,10
63,5
64,2
65,6
66,10
67,5
68,8
69,5
70,9
71,9
72,8
73,6
74,4
75,5
76,4
77,4
78,5
79,6
80,6
81,9
82,5
83,6
84,6
85,3
86,3
87,9
88,9
89,6
90,8
91,10
92,10
93,10
94,10
95,10
96,3
97,9
98,5
99,10
100,6
101,5
102,9
103,10
104,10
105,9
106,9
107,2
108,10
109,2
110,5
111,6
112,6
113,6
114,9
115,0
116,8
117,10
118,10
119,0
120,3
121,1
122,3
123,10
124,5
125,3
126,6
127,9
128,5
129,9
130,9
131,0
132,5
133,9
134,9
135,2
136,0
137,9
138,5
139,10
140,6
141,2
142,3
143,3
144,5
145,5
146,9
147,5
148,10
149,9
150,7
151,9
152,3
153,9
154,9
155,7
156,5
157,10
158,9
159,10
160,9
161,5
162,1
163,5
164,5
165,5
166,9
167,10
168,9
169,9
170,3
171,9
172,8
173,3
174,0
175,4
176,10
177,6
178,5
179,0
180,9
181,8
182,10
183,6
184,6
185,3
186,5
187,10
188,10
189,6
190,6
191,10
192,6
193,10
194,0
195,9
196,9
197,6
198,6
199,0
200,9
201,6
202,9
203,3
204,9
205,6
206,5
207,5
208,4
209,9
210,1
211,10
212,9
213,3
214,0
215,5
216,9
217,9
218,3
219,4
220,6
221,10
222,9
223,5
224,2
225,5
226,6
227,9
228,9
229,6
230,3
231,3
232,9
233,2
234,9
235,4
236,6
237,6
238,6
239,3
240,7
241,9
242,3
243,6
244,0
245,4
246,9
247,5
248,0
249,9
250,1
251,3
252,10
253,6
254,4
255,10
256,10
257,5
258,0
259,9
260,9
261,1
262,8
263,3
264,9
265,8
266,5
267,10
268,10
269,0
270,8
271,10
272,9
273,6
274,6
275,1
276,5
277,1
278,10
279,9
280,8
281,0
282,6
283,5
284,8
285,9
286,5
287,5
288,6
289,10
290,6
291,9
292,1
293,8
294,9
295,9
296,0
297,4
298,3
299,3
300,1
301,9
302,8
303,10
304,10
305,6
306,6
307,10
308,10
309,10
310,5
311,5
312,3
313,10
314,4
315,6
316,3
317,8
318,5
319,6
320,9
321,9
322,0
323,10
324,6
325,9
326,9
327,10
328,9
329,9
330,5
331,3
332,9
333,0
334,9
335,0
336,10
337,9
338,3
339,5
340,10
341,5
342,3
343,5
344,6
345,9
346,5
347,9
348,10
349,6
350,1
351,9
352,9
353,4
354,2
355,0
356,4
357,9
358,6
359,5
360,5
361,9
362,6
363,3
364,9
365,1
366,3
367,1
368,1
369,9
370,9
371,9
372,10
373,6
374,5
375,10
376,7
377,9
378,6
379,10
380,9
381,10
382,9
383,9
384,4
385,10
386,3
387,3
388,6
389,5
390,5
391,10
392,5
393,0
394,3
395,9
396,5
397,4
398,9
399,10
400,9
401,2
402,5
403,4
404,8
405,10
406,10
407,9
408,9
409,5
410,7
411,0
412,5
413,5
414,9
415,3
416,5
417,9
418,9
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
