,Class
0,9
1,0
2,4
3,9
4,3
5,9
6,5
7,5
8,4
9,9
10,6
11,10
12,8
13,5
14,8
15,10
16,9
17,10
18,10
19,3
20,3
21,3
22,6
23,5
24,3
25,9
26,6
27,9
28,2
29,5
30,5
31,3
32,3
33,10
34,10
35,3
36,10
37,9
38,0
39,10
40,6
41,6
42,9
43,8
44,6
45,2
46,9
47,10
48,6
49,6
50,5
51,9
52,6
53,9
54,10
55,1
56,5
57,6
58,9
59,1
60,10
61,9
62,9
63,10
64,9
65,3
66,0
67,9
68,2
69,5
70,9
71,10
72,6
73,2
74,4
75,9
76,0
77,9
78,4
79,9
80,5
81,10
82,5
83,6
84,0
85,0
86,8
87,8
88,8
89,9
90,9
91,5
92,6
93,8
94,9
95,3
96,4
97,3
98,3
99,7
100,6
101,2
102,6
103,10
104,9
105,5
106,3
107,1
108,9
109,5
110,9
111,9
112,9
113,9
114,10
115,5
116,10
117,5
118,5
119,3
120,5
121,5
122,5
123,10
124,5
125,0
126,5
127,10
128,4
129,3
130,5
131,10
132,5
133,9
134,10
135,1
136,7
137,1
138,6
139,9
140,9
141,10
142,10
143,0
144,4
145,10
146,7
147,10
148,8
149,9
150,6
151,5
152,3
153,5
154,9
155,5
156,6
157,7
158,0
159,0
160,9
161,9
162,5
163,5
164,10
165,9
166,2
167,9
168,5
169,4
170,10
171,9
172,1
173,1
174,9
175,10
176,6
177,6
178,3
179,9
180,5
181,9
182,3
183,9
184,6
185,10
186,5
187,6
188,2
189,5
190,10
191,5
192,10
193,3
194,6
195,8
196,10
197,0
198,2
199,1
200,3
201,3
202,6
203,9
204,8
205,10
206,10
207,5
208,8
209,3
210,10
211,9
212,9
213,7
214,10
215,6
216,8
217,5
218,9
219,3
220,9
221,0
222,9
223,8
224,0
225,4
226,10
227,6
228,10
229,0
230,5
231,0
232,7
233,10
234,10
235,9
236,9
237,9
238,10
239,6
240,10
241,9
242,7
243,6
244,4
245,0
246,5
247,5
248,10
249,6
250,10
251,10
252,6
253,10
254,10
255,10
256,9
257,7
258,3
259,9
260,9
261,6
262,10
263,3
264,5
265,0
266,6
267,1
268,6
269,10
270,0
271,9
272,6
273,5
274,10
275,9
276,5
277,9
278,9
279,8
280,9
281,9
282,9
283,3
284,3
285,9
286,2
287,1
288,6
289,9
290,10
291,6
292,10
293,4
294,2
295,5
296,10
297,10
298,1
299,8
300,4
301,6
302,1
303,3
304,10
305,2
306,5
307,9
308,6
309,9
310,6
311,9
312,10
313,3
314,5
315,6
316,2
317,5
318,4
319,5
320,5
321,3
322,5
323,9
324,3
325,9
326,0
327,4
328,9
329,9
330,6
331,4
332,3
333,0
334,6
335,9
336,6
337,3
338,9
339,3
340,5
341,0
342,5
343,5
344,5
345,9
346,0
347,9
348,9
349,1
350,4
351,10
352,6
353,0
354,9
355,6
356,6
357,0
358,5
359,9
360,9
361,10
362,9
363,5
364,8
365,6
366,0
367,5
368,9
369,3
370,10
371,6
372,1
373,9
374,3
375,10
376,3
377,6
378,3
379,9
380,6
381,9
382,5
383,10
384,8
385,10
386,5
387,6
388,5
389,9
390,10
391,9
392,9
393,3
394,10
395,5
396,4
397,5
398,9
399,9
400,7
401,5
402,9
403,8
404,9
405,4
406,9
407,9
408,10
409,9
410,6
411,6
412,4
413,10
414,9
415,9
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
