,Class
0,8
1,8
2,9
3,9
4,9
5,6
6,3
7,10
8,6
9,0
10,4
11,3
12,9
13,9
14,9
15,0
16,6
17,10
18,2
19,10
20,10
21,0
22,10
23,10
24,10
25,10
26,9
27,3
28,5
29,5
30,9
31,9
32,9
33,3
34,0
35,5
36,3
37,5
38,9
39,5
40,0
41,5
42,9
43,1
44,9
45,4
46,5
47,0
48,10
49,10
50,10
51,3
52,4
53,0
54,4
55,10
56,6
57,6
58,8
59,1
60,8
61,5
62,0
63,6
64,8
65,9
66,5
67,9
68,5
69,10
70,10
71,2
72,3
73,2
74,5
75,0
76,6
77,9
78,6
79,4
80,2
81,10
82,10
83,2
84,5
85,9
86,9
87,3
88,5
89,5
90,3
91,9
92,8
93,9
94,5
95,9
96,10
97,9
98,10
99,6
100,9
101,5
102,4
103,9
104,9
105,5
106,10
107,0
108,9
109,4
110,4
111,7
112,5
113,0
114,0
115,9
116,3
117,9
118,5
119,1
120,8
121,6
122,10
123,6
124,10
125,10
126,9
127,9
128,1
129,9
130,9
131,10
132,10
133,5
134,4
135,10
136,9
137,4
138,6
139,0
140,3
141,3
142,10
143,9
144,2
145,3
146,10
147,7
148,6
149,9
150,3
151,3
152,5
153,9
154,8
155,9
156,5
157,6
158,6
159,10
160,9
161,10
162,4
163,9
164,3
165,9
166,9
167,3
168,10
169,5
170,2
171,6
172,4
173,8
174,0
175,0
176,5
177,10
178,10
179,9
180,3
181,5
182,6
183,0
184,9
185,9
186,3
187,6
188,3
189,6
190,6
191,3
192,6
193,6
194,6
195,6
196,5
197,2
198,10
199,9
200,9
201,5
202,4
203,6
204,9
205,9
206,9
207,5
208,7
209,5
210,6
211,9
212,10
213,10
214,10
215,6
216,6
217,6
218,9
219,1
220,8
221,0
222,9
223,9
224,5
225,8
226,3
227,10
228,5
229,1
230,3
231,10
232,5
233,5
234,6
235,5
236,9
237,5
238,10
239,6
240,3
241,7
242,10
243,6
244,6
245,5
246,9
247,10
248,9
249,0
250,5
251,9
252,10
253,6
254,9
255,8
256,5
257,5
258,5
259,5
260,10
261,3
262,7
263,0
264,9
265,6
266,8
267,6
268,3
269,10
270,9
271,5
272,10
273,10
274,5
275,5
276,6
277,3
278,10
279,3
280,9
281,3
282,4
283,4
284,3
285,6
286,10
287,3
288,6
289,1
290,5
291,5
292,9
293,5
294,9
295,3
296,1
297,10
298,4
299,6
300,8
301,3
302,9
303,3
304,6
305,2
306,6
307,10
308,9
309,5
310,9
311,1
312,8
313,1
314,9
315,9
316,6
317,6
318,5
319,6
320,1
321,6
322,3
323,10
324,4
325,5
326,9
327,6
328,2
329,9
330,9
331,7
332,4
333,10
334,0
335,5
336,6
337,5
338,9
339,8
340,1
341,1
