,Class
0,5
1,3
2,9
3,0
4,9
5,6
6,9
7,3
8,10
9,9
10,5
11,0
12,5
13,8
14,4
15,3
16,3
17,9
18,5
19,9
20,8
21,9
22,9
23,10
24,5
25,3
26,8
27,0
28,9
29,4
30,3
31,5
32,3
33,9
34,8
35,2
36,6
37,4
38,9
39,10
40,2
41,10
42,6
43,5
44,4
45,4
46,6
47,6
48,6
49,9
50,9
51,0
52,3
53,9
54,9
55,3
56,6
57,9
58,5
59,5
60,6
61,5
62,1
63,9
64,5
65,10
66,6
67,8
68,9
69,5
70,10
71,3
72,9
73,3
74,5
75,5
76,0
77,6
78,9
79,5
80,6
81,1
82,1
83,10
84,9
85,5
86,5
87,9
88,9
89,10
90,9
91,1
92,3
93,0
94,6
95,9
96,1
97,10
98,7
99,9
100,4
101,9
102,9
103,0
104,6
105,6
106,3
107,7
108,9
109,6
110,6
111,9
112,3
113,0
114,10
115,5
116,6
117,1
118,6
119,3
120,5
121,6
122,10
123,9
124,10
125,10
126,9
127,9
128,9
129,6
130,6
131,5
132,9
133,7
134,5
135,5
136,5
137,3
138,9
139,9
140,5
141,10
142,4
143,3
144,3
145,9
146,10
147,9
148,10
149,4
150,10
151,1
152,6
153,10
154,3
155,9
156,9
157,5
158,10
159,8
160,9
161,5
162,8
163,10
164,0
165,4
166,9
167,4
168,9
169,9
170,5
171,10
172,9
173,5
174,10
175,5
176,9
177,3
178,5
179,9
180,5
181,10
182,10
183,6
184,6
185,10
186,10
187,5
188,10
189,10
190,9
191,4
192,10
193,2
194,5
195,6
196,6
197,3
198,0
199,6
200,9
201,0
202,7
203,5
204,9
205,0
206,9
207,10
208,10
209,10
210,5
211,3
212,0
213,10
214,10
215,10
216,9
217,5
218,9
219,10
220,3
221,9
222,6
223,9
224,3
225,2
226,6
227,10
228,10
229,10
230,9
231,5
232,10
233,0
234,9
235,9
236,9
237,10
238,4
239,9
240,9
241,6
242,3
243,1
244,7
245,5
246,9
247,9
248,6
249,0
250,3
251,6
252,9
253,5
254,9
255,3
256,9
257,7
258,0
259,1
260,2
261,3
262,10
263,9
264,10
265,10
266,0
267,9
268,4
269,3
270,5
271,8
272,5
273,6
274,9
275,6
276,10
277,6
278,9
279,5
280,2
281,3
282,5
283,0
284,9
285,6
286,10
287,9
288,9
289,6
290,9
291,10
292,3
293,8
294,10
295,10
296,5
297,9
298,1
299,10
300,6
301,9
302,0
303,9
304,5
305,0
306,6
307,3
308,3
309,9
310,5
311,9
312,6
313,6
314,2
315,9
316,9
317,8
318,6
319,9
320,8
321,5
322,4
323,10
324,6
325,8
326,4
327,8
328,10
329,6
330,7
331,9
332,5
333,9
334,10
335,6
336,5
337,10
338,9
339,10
340,0
341,3
342,2
343,9
344,9
345,8
346,9
347,5
348,4
349,5
350,10
351,9
352,0
353,10
354,9
355,5
356,2
357,10
358,5
359,9
360,5
361,3
362,5
363,10
364,6
365,8
366,10
367,4
368,8
369,1
370,10
371,2
372,9
373,0
374,8
