,Class
0,9
1,9
2,10
3,5
4,3
5,3
6,2
7,10
8,3
9,5
10,10
11,9
12,9
13,3
14,6
15,10
16,8
17,1
18,5
19,0
20,6
21,6
22,0
23,4
24,0
25,0
26,3
27,10
28,5
29,6
30,3
31,10
32,0
33,8
34,9
35,3
36,9
37,1
38,5
39,9
40,5
41,5
42,9
43,9
44,2
45,5
46,3
47,6
48,9
49,9
50,5
51,9
52,6
53,9
54,1
55,5
56,3
57,10
58,0
59,9
60,6
61,9
62,9
63,3
64,5
65,9
66,5
67,7
68,9
69,8
70,2
71,1
72,10
73,10
74,6
75,9
76,10
77,9
78,3
79,0
80,5
81,10
82,6
83,9
84,6
85,6
86,10
87,10
88,9
89,10
90,10
91,1
92,5
93,10
94,3
95,0
96,9
97,9
98,8
99,9
100,9
101,3
102,1
103,8
104,6
105,4
106,3
107,6
108,5
109,7
110,0
111,9
112,10
113,9
114,10
115,4
116,2
117,3
118,9
119,10
120,6
121,9
122,6
123,6
124,9
125,9
126,4
127,3
128,9
129,6
130,6
131,9
132,9
133,3
134,10
135,9
136,3
137,6
138,3
139,8
140,9
141,9
142,6
143,2
144,6
145,9
146,5
147,3
148,8
149,5
150,5
151,6
152,10
153,10
154,1
155,9
156,9
157,10
158,4
159,5
160,6
161,0
162,2
163,10
164,3
165,5
166,10
167,0
168,5
169,6
170,3
171,10
172,6
173,8
174,5
175,5
176,4
177,8
178,0
179,9
180,9
181,9
182,10
183,6
184,10
185,10
186,4
187,5
188,9
189,6
190,7
191,6
192,0
193,5
194,8
195,10
196,3
197,3
198,9
199,9
200,10
201,10
202,10
203,9
204,5
205,9
206,8
207,7
208,5
209,9
210,0
211,4
212,8
213,5
214,6
215,2
216,10
217,9
218,9
219,6
220,5
221,6
222,5
223,5
224,9
225,9
226,6
227,10
228,5
229,6
230,9
231,5
232,9
233,9
234,8
235,5
236,9
237,9
238,3
239,9
240,10
241,10
242,10
243,0
244,10
245,9
246,9
247,3
248,9
249,10
250,9
251,10
252,5
253,3
254,10
255,9
256,5
257,6
258,3
259,9
260,4
261,3
262,10
263,9
264,10
265,10
266,6
267,1
268,10
269,2
270,8
271,5
272,9
273,6
274,5
275,2
276,3
277,9
278,6
279,0
280,10
281,5
282,5
283,0
284,7
285,3
286,9
287,5
288,5
289,6
290,6
291,10
292,6
293,4
294,10
295,4
296,6
297,9
298,9
299,9
300,9
301,8
302,5
303,6
304,10
305,5
306,0
307,9
308,5
309,9
310,9
311,9
312,7
313,10
314,9
315,10
316,5
317,9
318,10
319,4
320,5
321,5
322,4
323,6
324,4
325,6
326,6
327,0
328,6
329,3
330,3
331,10
332,1
333,6
334,0
335,2
336,5
337,10
338,8
339,1
340,9
341,0
342,10
343,7
344,9
345,9
346,5
347,3
348,5
349,10
350,4
351,5
352,6
353,10
354,9
355,10
356,4
357,5
358,10
359,5
360,10
361,7
362,5
363,10
364,5
365,0
366,10
367,8
368,9
369,9
370,3
371,6
372,9
373,10
374,9
375,9
376,2
377,6
378,9
379,9
380,5
381,5
382,6
383,0
384,9
385,4
386,4
387,10
388,0
389,0
390,9
391,4
392,9
393,1
394,1
395,5
396,3
397,5
398,9
399,5
400,1
401,10
402,3
403,10
404,5
405,9
406,2
407,9
408,1
409,6
410,9
411,6
412,3
413,3
414,7
415,8
416,9
417,9
418,10
419,6
