,Class
0,10
1,8
2,9
3,8
4,9
5,5
6,10
7,8
8,6
9,5
10,10
11,6
12,9
13,7
14,5
15,5
16,0
17,9
18,9
19,4
20,6
21,1
22,4
23,10
24,9
25,5
26,0
27,6
28,10
29,10
30,6
31,9
32,9
33,10
34,9
35,5
36,3
37,9
38,0
39,9
40,9
41,8
42,10
43,3
44,9
45,0
46,0
47,9
48,3
49,10
50,4
51,3
52,7
53,0
54,6
55,5
56,9
57,5
58,9
59,10
60,9
61,10
62,1
63,5
64,5
65,10
66,9
67,6
68,5
69,3
70,8
71,9
72,9
73,3
74,5
75,10
76,10
77,1
78,1
79,6
80,1
81,5
82,9
83,9
84,6
85,5
86,9
87,5
88,4
89,8
90,8
91,6
92,6
93,9
94,9
95,10
96,7
97,6
98,6
99,3
100,8
101,3
102,5
103,9
104,9
105,4
106,10
107,10
108,5
109,5
110,0
111,5
112,0
113,5
114,3
115,0
116,10
117,1
118,6
119,3
120,5
121,3
122,9
123,10
124,4
125,6
126,5
127,10
128,10
129,2
130,3
131,9
132,10
133,9
134,9
135,0
136,8
137,10
138,4
139,6
140,9
141,2
142,5
143,5
144,10
145,9
146,0
147,8
148,10
149,10
150,10
151,6
152,9
153,10
154,9
155,6
156,3
157,4
158,6
159,6
160,3
161,9
162,10
163,10
164,9
165,9
166,5
167,9
168,3
169,10
170,8
171,10
172,9
173,4
174,5
175,5
176,3
177,9
178,2
179,5
180,10
181,5
182,3
183,8
184,5
185,10
186,6
187,1
188,9
189,0
190,6
191,3
192,0
193,5
194,9
195,2
196,10
197,9
198,9
199,10
200,6
201,9
202,9
203,9
204,3
205,9
206,3
207,2
208,1
209,9
210,9
211,5
212,5
213,5
214,9
215,9
216,6
217,10
218,5
219,8
220,3
221,0
222,6
223,5
224,0
225,4
226,7
227,9
228,9
229,6
230,10
231,7
232,5
233,10
234,9
235,5
236,7
237,6
238,2
239,10
240,4
241,10
242,5
243,0
244,6
245,9
246,8
247,10
248,6
249,4
250,3
251,6
252,3
253,9
254,6
255,2
256,2
257,10
258,5
259,0
260,5
261,3
262,3
263,8
264,4
265,5
266,6
267,1
268,6
269,6
270,6
271,0
272,1
273,5
274,5
275,9
276,9
277,1
278,3
279,10
280,7
281,9
282,3
283,6
284,10
285,3
286,10
287,9
288,3
289,9
290,9
291,6
292,9
293,6
294,1
295,9
296,10
297,2
298,6
299,6
300,5
301,2
302,9
303,10
304,6
305,6
306,9
307,2
308,3
309,3
310,5
311,5
312,8
313,5
314,1
315,10
316,3
317,6
318,10
319,1
320,5
321,6
322,9
323,9
324,5
325,0
326,9
327,10
328,4
329,5
330,8
331,3
332,6
333,4
334,9
335,0
336,10
337,9
338,9
339,9
340,5
341,3
342,10
343,9
344,10
345,9
346,10
347,9
348,5
349,0
350,9
351,9
352,10
353,0
354,7
355,5
356,5
357,7
358,10
359,10
360,6
361,2
362,5
363,3
364,0
365,9
366,10
367,9
368,6
369,9
370,10
371,6
372,5
373,6
374,3
375,8
376,3
377,9
378,9
379,5
380,9
381,6
382,6
383,9
384,10
385,9
386,9
387,5
388,9
389,10
390,6
391,9
392,9
393,10
394,9
395,4
396,5
397,9
398,10
399,4
400,10
401,5
402,6
403,9
404,10
405,5
406,9
407,3
408,6
409,9
410,9
411,10
412,3
413,10
414,9
415,9
416,0
417,0
418,4
419,4
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,0
496,0
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,1
582,1
583,2
