,Class
0,9
1,9
2,9
3,9
4,10
5,5
6,7
7,9
8,6
9,9
10,6
11,3
12,10
13,5
14,3
15,5
16,10
17,10
18,6
19,5
20,10
21,5
22,4
23,0
24,9
25,6
26,10
27,3
28,6
29,2
30,6
31,0
32,9
33,10
34,9
35,8
36,9
37,0
38,5
39,9
40,9
41,2
42,6
43,9
44,9
45,6
46,5
47,4
48,5
49,5
50,9
51,9
52,2
53,6
54,10
55,10
56,10
57,9
58,10
59,5
60,9
61,4
62,10
63,9
64,6
65,5
66,0
67,3
68,9
69,6
70,0
71,10
72,0
73,6
74,9
75,9
76,3
77,10
78,0
79,2
80,5
81,7
82,3
83,2
84,9
85,2
86,5
87,6
88,0
89,9
90,9
91,1
92,8
93,5
94,5
95,10
96,7
97,6
98,10
99,9
100,6
101,5
102,9
103,6
104,1
105,9
106,10
107,8
108,4
109,5
110,4
111,10
112,5
113,3
114,9
115,6
116,10
117,6
118,9
119,4
120,5
121,6
122,9
123,4
124,3
125,3
126,9
127,0
128,9
129,0
130,9
131,9
132,6
133,10
134,10
135,2
136,9
137,9
138,3
139,5
140,3
141,6
142,6
143,4
144,6
145,5
146,3
147,3
148,0
149,7
150,8
151,10
152,4
153,3
154,3
155,3
156,9
157,9
158,10
159,5
160,9
161,0
162,3
163,10
164,0
165,10
166,8
167,5
168,9
169,9
170,10
171,9
172,9
173,9
174,3
175,4
176,6
177,9
178,8
179,5
180,1
181,9
182,8
183,1
184,4
185,5
186,0
187,5
188,6
189,6
190,6
191,10
192,1
193,8
194,9
195,10
196,10
197,9
198,6
199,10
200,0
201,9
202,9
203,10
204,9
205,10
206,3
207,5
208,9
209,9
210,5
211,5
212,5
213,9
214,6
215,9
216,2
217,5
218,5
219,1
220,10
221,9
222,0
223,9
224,10
225,7
226,10
227,5
228,3
229,10
230,3
231,5
232,4
233,9
234,10
235,10
236,9
237,10
238,5
239,5
240,4
241,3
242,7
243,10
244,10
245,5
246,9
247,3
248,8
249,10
250,9
251,3
252,5
253,1
254,6
255,8
256,9
257,7
258,9
259,10
260,9
261,8
262,9
263,10
264,2
265,9
266,5
267,9
268,9
269,5
270,2
271,6
272,4
273,5
274,10
275,1
276,6
277,3
278,1
279,6
280,4
281,3
282,5
283,9
284,5
285,9
286,0
287,1
288,5
289,5
290,5
291,10
