,Class
0,5
1,7
2,6
3,5
4,9
5,9
6,6
7,6
8,6
9,3
10,6
11,4
12,6
13,6
14,10
15,9
16,9
17,5
18,5
19,6
20,3
21,5
22,5
23,9
24,6
25,9
26,8
27,4
28,3
29,9
30,9
31,5
32,10
33,6
34,10
35,10
36,6
37,6
38,9
39,9
40,10
41,5
42,3
43,9
44,6
45,0
46,3
47,5
48,4
49,3
50,6
51,10
52,6
53,6
54,9
55,9
56,3
57,4
58,5
59,4
60,10
61,10
62,9
63,9
64,5
65,10
66,6
67,7
68,9
69,9
70,10
71,8
72,2
73,10
74,5
75,10
76,6
77,3
78,9
79,6
80,6
81,9
82,5
83,9
84,4
85,5
86,9
87,3
88,0
89,5
90,6
91,5
92,9
93,6
94,1
95,5
96,3
97,3
98,5
99,5
100,1
101,9
102,10
103,0
104,5
105,0
106,7
107,5
108,10
109,1
110,5
111,9
112,10
113,5
114,5
115,1
116,8
117,10
118,10
119,10
120,0
121,8
122,9
123,8
124,5
125,0
126,10
127,9
128,9
129,9
130,5
131,8
132,9
133,4
134,5
135,8
136,1
137,10
138,6
139,5
140,5
141,5
142,6
143,8
144,10
145,7
146,9
147,6
148,8
149,4
150,9
151,9
152,1
153,9
154,10
155,6
156,0
157,8
158,6
159,2
160,9
161,10
162,9
163,5
164,8
165,5
166,4
167,9
168,9
169,10
170,5
171,3
172,0
173,9
174,9
175,10
176,5
177,10
178,10
179,5
180,5
181,10
182,10
183,9
184,0
185,6
186,6
187,8
188,9
189,9
190,8
191,10
192,0
193,10
194,3
195,6
196,7
197,9
198,3
199,10
200,6
201,10
202,2
203,3
204,5
205,10
206,3
207,9
208,9
209,10
210,9
211,9
212,3
213,4
214,9
215,10
216,9
217,9
218,9
219,5
220,6
221,9
222,8
223,0
224,9
225,4
226,9
227,5
228,9
229,0
230,0
231,5
232,9
233,9
234,9
235,2
236,5
237,5
238,10
239,3
240,2
241,3
242,3
243,1
244,10
245,10
246,10
247,7
248,10
249,6
250,3
251,3
252,10
253,6
254,5
255,9
256,10
257,2
258,9
259,10
260,9
261,0
262,6
263,8
264,2
265,0
266,9
267,6
268,3
269,1
270,10
271,6
272,6
273,9
274,6
275,9
276,5
277,0
278,3
279,5
280,9
281,5
282,9
283,9
284,9
285,0
286,3
287,9
288,5
289,9
290,5
291,2
292,9
293,2
294,10
295,9
296,4
297,0
298,5
299,1
300,9
301,9
302,9
303,9
304,5
305,6
306,10
307,9
308,4
309,9
310,3
311,9
312,10
313,10
314,5
315,3
316,9
317,6
318,9
319,10
320,5
321,9
322,0
323,7
324,0
325,5
326,4
327,9
328,5
329,0
330,5
331,9
332,8
333,9
334,1
335,7
336,1
337,4
338,10
339,5
340,6
341,10
342,5
343,3
344,10
345,6
346,10
347,6
348,10
349,5
350,5
351,10
352,3
