,Class
0,9
1,10
2,9
3,6
4,10
5,0
6,10
7,9
8,10
9,9
10,1
11,8
12,9
13,9
14,3
15,9
16,10
17,4
18,10
19,9
20,10
21,10
22,4
23,5
24,2
25,8
26,9
27,9
28,9
29,5
30,6
31,10
32,9
33,0
34,9
35,9
36,9
37,0
38,6
39,10
40,3
41,5
42,10
43,6
44,10
45,9
46,6
47,10
48,9
49,10
50,4
51,6
52,9
53,9
54,10
55,10
56,9
57,6
58,6
59,9
60,9
61,3
62,9
63,9
64,2
65,6
66,4
67,3
68,3
69,5
70,6
71,5
72,6
73,9
74,5
75,6
76,6
77,10
78,5
79,10
80,5
81,6
82,3
83,9
84,0
85,10
86,3
87,4
88,5
89,7
90,9
91,0
92,5
93,9
94,6
95,9
96,8
97,5
98,10
99,4
100,4
101,5
102,8
103,6
104,1
105,8
106,4
107,2
108,5
109,3
110,10
111,3
112,5
113,10
114,0
115,3
116,0
117,1
118,3
119,9
120,5
121,9
122,3
123,5
124,2
125,9
126,10
127,7
128,5
129,6
130,10
131,0
132,9
133,10
134,9
135,0
136,8
137,5
138,6
139,6
140,5
141,6
142,5
143,6
144,5
145,9
146,10
147,8
148,2
149,0
150,6
151,5
152,3
153,10
154,10
155,5
156,4
157,4
158,10
159,5
160,2
161,3
162,3
163,6
164,10
165,5
166,1
167,3
168,10
169,10
170,10
171,3
172,6
173,6
174,8
175,9
176,9
177,10
178,5
179,9
180,3
181,5
182,9
183,2
184,6
185,0
186,1
187,10
188,7
189,8
190,5
191,0
192,5
193,5
194,1
195,5
196,5
197,9
198,3
199,9
200,3
201,9
202,4
203,6
204,6
205,6
206,1
207,10
208,10
209,9
210,5
211,8
212,5
213,5
214,3
215,10
216,9
217,10
218,3
219,6
220,7
221,9
222,4
223,1
224,6
225,5
226,3
227,10
228,9
229,9
230,9
231,5
232,1
233,8
234,9
235,9
236,0
237,6
238,9
239,10
240,9
241,1
242,0
243,9
244,5
245,9
246,9
247,9
248,5
249,3
250,6
251,2
252,3
253,3
254,9
255,0
256,6
257,3
258,3
259,10
260,0
261,10
262,9
263,10
264,9
265,10
266,9
267,7
268,5
269,10
270,3
271,8
272,1
273,8
274,2
275,3
276,3
277,10
278,5
279,9
280,5
281,9
282,3
283,9
284,1
285,0
286,10
287,9
288,0
289,6
290,8
291,7
292,10
293,4
294,9
295,5
296,10
297,6
298,9
299,7
300,0
301,10
302,9
303,7
304,9
305,4
306,3
307,6
308,4
309,9
310,2
311,4
312,0
313,10
314,10
315,9
316,6
317,6
318,9
319,5
320,9
321,9
322,0
323,10
324,0
325,9
326,6
327,0
328,9
329,6
330,9
331,4
332,9
333,9
334,9
335,1
336,4
337,10
338,5
339,9
340,9
341,2
342,5
343,5
344,5
345,9
346,5
347,10
348,9
349,1
350,3
351,3
352,0
353,10
354,9
355,9
356,6
357,3
358,10
359,8
360,6
361,9
362,2
363,6
364,9
365,5
366,8
367,10
368,10
369,6
370,9
371,9
372,0
373,9
374,6
375,8
376,9
377,5
378,10
379,5
380,6
381,6
382,10
383,10
384,6
385,9
386,10
387,5
388,10
389,5
390,6
391,8
392,10
393,9
394,9
395,5
396,9
397,7
398,6
399,5
400,3
401,6
402,5
403,6
404,3
405,9
406,5
407,10
408,5
409,9
410,5
411,9
412,5
413,3
414,5
415,4
416,9
417,10
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,6
848,6
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,7
894,7
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,8
985,8
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1063,8
1064,8
1065,8
1066,10
1067,10
1068,10
1069,10
1070,10
1071,10
1072,10
1073,10
1074,10
1075,10
1076,10
1077,10
1078,10
1079,10
1080,10
1081,10
1082,10
1083,10
1084,10
1085,10
1086,10
1087,10
1088,10
1089,10
1090,10
1091,10
1092,10
