,Class
0,9
1,10
2,9
3,9
4,0
5,9
6,6
7,3
8,4
9,7
10,10
11,3
12,9
13,4
14,3
15,4
16,9
17,9
18,3
19,9
20,9
21,9
22,9
23,5
24,6
25,8
26,3
27,7
28,9
29,9
30,9
31,5
32,8
33,4
34,5
35,6
36,9
37,5
38,9
39,0
40,9
41,5
42,5
43,3
44,5
45,9
46,4
47,10
48,0
49,5
50,10
51,2
52,3
53,3
54,10
55,9
56,5
57,10
58,3
59,7
60,9
61,9
62,5
63,6
64,10
65,10
66,10
67,1
68,8
69,8
70,9
71,9
72,9
73,9
74,5
75,5
76,10
77,6
78,6
79,8
80,10
81,9
82,9
83,4
84,5
85,10
86,5
87,2
88,3
89,3
90,9
91,6
92,9
93,8
94,3
95,10
96,6
97,4
98,10
99,10
100,9
101,2
102,10
103,9
104,0
105,9
106,6
107,10
108,10
109,3
110,6
111,7
112,6
113,6
114,4
115,6
116,10
117,4
118,2
119,10
120,5
121,3
122,9
123,8
124,0
125,10
126,10
127,6
128,0
129,6
130,5
131,9
132,5
133,3
134,9
135,6
136,6
137,9
138,6
139,5
140,6
141,9
142,8
143,6
144,1
145,5
146,10
147,0
148,9
149,3
150,10
151,9
152,9
153,1
154,6
155,3
156,9
157,6
158,2
159,9
160,6
161,9
162,6
163,3
164,5
165,0
166,2
167,1
168,9
169,6
170,5
171,5
172,6
173,9
174,4
175,9
176,9
177,3
178,10
179,0
180,5
181,0
182,5
183,1
184,5
185,6
186,5
187,6
188,3
189,6
190,3
191,1
192,4
193,6
194,6
195,5
196,5
197,9
198,9
199,9
200,5
201,3
202,6
203,6
204,5
205,9
206,9
207,3
208,0
209,5
210,5
211,10
212,6
213,9
214,6
215,7
216,9
217,0
218,7
219,3
220,9
221,9
222,6
223,10
224,0
225,5
226,9
227,9
228,9
229,9
230,1
231,3
232,3
233,5
234,3
235,6
236,0
237,10
238,9
239,9
240,9
241,10
242,9
243,9
244,10
245,9
246,10
247,9
248,10
249,9
250,8
251,1
252,2
253,8
254,9
255,9
256,2
257,9
258,0
259,10
260,5
261,0
262,5
263,0
264,3
265,4
266,5
267,9
268,9
269,9
270,10
271,0
272,5
273,3
274,8
275,10
276,10
277,10
278,10
279,1
280,6
281,9
282,5
283,8
284,0
285,2
286,6
287,5
288,10
289,5
290,9
291,5
292,10
293,7
294,5
295,10
296,6
297,10
298,10
299,9
300,5
301,7
302,0
303,6
304,10
305,10
306,10
307,5
308,0
309,6
310,9
311,1
312,5
313,4
314,3
315,9
316,1
317,6
318,8
319,5
320,9
321,10
322,7
323,10
324,6
325,9
326,9
327,9
328,10
329,5
330,9
331,0
332,6
333,10
334,6
335,9
336,9
337,5
338,1
339,9
340,4
341,9
342,3
343,10
344,10
345,3
346,10
347,3
348,2
349,10
350,5
351,8
352,6
353,8
354,6
355,8
356,6
357,9
358,3
