,Class
0,9
1,9
2,9
3,9
4,6
5,9
6,10
7,10
8,7
9,2
10,8
11,6
12,9
13,6
14,9
15,9
16,6
17,5
18,7
19,0
20,10
21,6
22,10
23,6
24,4
25,10
26,3
27,3
28,1
29,10
30,8
31,10
32,5
33,9
34,3
35,3
36,6
37,10
38,6
39,7
40,8
41,10
42,10
43,5
44,5
45,9
46,5
47,6
48,9
49,10
50,3
51,10
52,8
53,5
54,4
55,10
56,1
57,6
58,0
59,4
60,6
61,9
62,4
63,5
64,3
65,6
66,9
67,3
68,9
69,9
70,4
71,10
72,3
73,5
74,9
75,8
76,5
77,9
78,9
79,5
80,9
81,6
82,9
83,10
84,6
85,6
86,4
87,9
88,5
89,6
90,5
91,9
92,9
93,4
94,9
95,9
96,6
97,6
98,5
99,10
100,10
101,3
102,3
103,5
104,9
105,1
106,9
107,6
108,5
109,6
110,5
111,10
112,9
113,9
114,3
115,6
116,5
117,9
118,6
119,6
120,6
121,9
122,0
123,6
124,2
125,1
126,2
127,5
128,5
129,10
130,2
131,6
132,10
133,5
134,4
135,9
136,10
137,10
138,2
139,9
140,10
141,9
142,8
143,6
144,3
145,3
146,5
147,0
148,6
149,9
150,0
151,10
152,0
153,10
154,9
155,5
156,9
157,4
158,4
159,7
160,10
161,9
162,5
163,10
164,3
165,9
166,3
167,5
168,5
169,10
170,3
171,9
172,8
173,9
174,1
175,9
176,2
177,8
178,10
179,9
180,6
181,10
182,3
183,4
184,9
185,5
186,6
187,2
188,8
189,9
190,6
191,4
192,1
193,0
194,10
195,5
196,9
197,10
198,9
199,10
200,3
201,9
202,0
203,9
204,9
205,3
206,3
207,9
208,6
209,9
210,9
211,8
212,10
213,10
214,6
215,9
216,4
217,9
218,6
219,0
220,4
221,10
222,10
223,10
224,6
225,9
226,5
227,9
228,9
229,5
230,8
231,9
232,10
233,3
234,7
235,4
236,3
237,3
238,5
239,9
240,5
241,6
242,3
243,5
244,6
245,5
246,6
247,10
248,9
249,5
250,10
251,2
252,9
253,9
254,9
255,0
256,6
257,9
258,9
259,1
260,5
261,1
262,5
263,10
264,0
265,0
266,10
267,10
268,9
269,10
270,9
271,5
272,3
273,3
274,5
275,4
276,8
277,2
278,9
279,0
280,5
281,10
282,9
283,0
284,0
285,9
286,6
287,10
288,10
289,5
290,10
291,9
