,Class
0,0
1,9
2,5
3,1
4,4
5,9
6,0
7,5
8,10
9,3
10,4
11,0
12,9
13,5
14,6
15,9
16,10
17,5
18,3
19,10
20,10
21,10
22,5
23,9
24,1
25,5
26,6
27,10
28,6
29,9
30,7
31,10
32,7
33,6
34,4
35,6
36,2
37,10
38,8
39,1
40,9
41,10
42,3
43,9
44,5
45,0
46,3
47,9
48,8
49,7
50,5
51,8
52,9
53,6
54,9
55,9
56,9
57,9
58,7
59,6
60,10
61,3
62,10
63,6
64,9
65,10
66,10
67,9
68,6
69,5
70,10
71,7
72,9
73,5
74,9
75,5
76,5
77,6
78,9
79,9
80,9
81,10
82,4
83,0
84,3
85,6
86,5
87,8
88,8
89,9
90,1
91,9
92,5
93,9
94,6
95,9
96,5
97,10
98,6
99,3
100,5
101,9
102,0
103,10
104,10
105,6
106,5
107,2
108,10
109,5
110,9
111,3
112,9
113,3
114,1
115,2
116,10
117,8
118,4
119,9
120,5
121,2
122,9
123,9
124,3
125,9
126,3
127,8
128,10
129,3
130,5
131,6
132,3
133,9
134,6
135,9
136,10
137,10
138,10
139,9
140,2
141,9
142,6
143,4
144,10
145,9
146,9
147,7
148,6
149,10
150,1
151,10
152,9
153,0
154,5
155,9
156,5
157,6
158,5
159,7
160,8
161,10
162,5
163,0
164,5
165,10
166,10
167,9
168,10
169,3
170,0
171,10
172,6
173,9
174,6
175,9
176,5
177,6
178,6
179,6
180,6
181,4
182,9
183,6
184,9
185,9
186,3
187,0
188,5
189,10
190,6
191,10
192,7
193,9
194,6
195,9
196,2
197,9
198,6
199,1
200,9
201,8
202,5
203,8
204,9
205,4
206,10
207,5
208,10
209,4
210,0
211,6
212,5
213,9
214,6
215,2
216,5
217,10
218,4
219,5
220,9
221,4
222,10
223,9
224,5
225,4
226,9
227,6
228,10
229,5
230,10
231,6
232,1
233,9
234,6
235,0
236,9
237,9
238,6
239,9
240,10
241,5
242,2
243,9
244,5
245,5
246,5
247,9
248,0
249,8
250,3
251,1
252,9
253,10
254,5
255,10
256,0
257,6
258,10
259,3
260,2
261,8
262,6
263,9
264,3
265,4
266,10
267,3
268,5
269,9
270,10
271,10
272,9
273,1
274,3
275,5
276,10
277,10
278,2
279,5
280,9
281,10
282,10
283,4
284,6
285,9
286,0
287,5
288,8
289,9
290,6
291,8
292,5
293,4
294,5
295,9
296,6
297,3
298,5
299,5
300,9
301,6
302,7
303,9
304,3
305,6
306,9
307,5
308,10
309,0
310,3
311,4
312,8
313,5
314,6
315,9
316,9
317,2
318,10
319,5
320,8
321,10
322,3
323,3
324,0
325,9
326,6
327,10
328,0
329,10
330,1
331,9
332,6
333,4
334,6
335,4
336,6
337,10
338,1
339,9
340,0
341,0
342,5
343,5
344,3
345,9
346,0
347,1
348,10
349,5
350,9
351,3
352,10
353,9
354,9
355,5
356,3
357,10
358,0
359,9
360,0
361,9
362,3
363,5
364,5
365,2
366,9
367,6
368,6
369,9
370,9
371,9
372,9
373,3
374,5
375,10
376,5
377,9
378,3
379,6
380,0
381,9
382,3
383,9
384,10
385,10
386,9
387,10
388,3
389,6
390,10
391,6
392,3
393,1
394,5
395,9
396,3
397,6
398,3
399,9
400,3
401,5
402,9
403,0
404,9
405,6
406,8
407,5
408,9
409,10
410,9
411,5
412,10
413,9
414,9
415,4
416,8
417,10
418,3
419,3
