,Class
0,3
1,9
2,10
3,6
4,1
5,9
6,2
7,7
8,9
9,9
10,10
11,5
12,2
13,8
14,6
15,10
16,9
17,0
18,9
19,3
20,5
21,0
22,9
23,3
24,3
25,10
26,0
27,5
28,10
29,10
30,9
31,9
32,9
33,8
34,0
35,10
36,4
37,9
38,9
39,9
40,3
41,10
42,10
43,9
44,3
45,9
46,0
47,4
48,10
49,5
50,3
51,1
52,6
53,6
54,5
55,9
56,9
57,9
58,6
59,9
60,3
61,10
62,6
63,10
64,10
65,8
66,8
67,3
68,10
69,6
70,6
71,5
72,6
73,6
74,10
75,5
76,5
77,3
78,9
79,5
80,10
81,5
82,9
83,6
84,9
85,6
86,10
87,6
88,10
89,1
90,5
91,3
92,3
93,9
94,10
95,0
96,10
97,9
98,5
99,10
100,9
101,2
102,9
103,6
104,4
105,9
106,10
107,9
108,6
109,0
110,0
111,10
112,10
113,9
114,1
115,5
116,1
117,5
118,4
119,9
120,10
121,5
122,9
123,10
124,4
125,7
126,10
127,9
128,10
129,9
130,9
131,10
132,6
133,5
134,8
135,5
136,5
137,5
138,5
139,10
140,0
141,4
142,1
143,10
144,9
145,8
146,10
147,3
148,5
149,2
150,7
151,9
152,5
153,5
154,10
155,8
156,8
157,6
158,5
159,9
160,3
161,9
162,10
163,8
164,3
165,8
166,9
167,9
168,5
169,3
170,6
171,4
172,5
173,9
174,7
175,3
176,9
177,0
178,1
179,6
180,5
181,5
182,3
183,9
184,10
185,9
186,3
187,10
188,3
189,3
190,9
191,6
192,5
193,10
194,8
195,10
196,9
197,4
198,6
199,4
200,5
201,9
202,8
203,10
204,1
205,3
206,9
207,5
208,5
209,9
210,6
211,6
212,7
213,2
214,10
215,5
216,5
217,5
218,0
219,2
220,4
221,5
222,5
223,2
224,0
225,9
226,9
227,6
228,9
229,10
230,0
231,10
232,10
233,3
234,9
235,10
236,6
237,6
238,9
239,4
240,5
241,1
242,7
243,10
244,10
245,3
246,9
247,5
248,9
249,10
250,0
251,4
252,8
253,3
254,9
255,1
256,3
257,9
258,5
259,9
260,0
261,2
262,6
263,2
264,10
265,3
266,9
267,9
268,9
269,9
270,0
271,4
272,8
273,9
274,5
275,6
276,5
277,3
278,3
279,4
280,9
281,6
282,1
283,0
284,3
285,9
286,5
287,5
288,10
289,6
290,6
291,7
292,1
293,2
294,6
295,9
296,9
297,9
298,6
299,10
300,6
301,10
302,4
303,5
304,9
305,9
306,9
307,9
308,5
309,6
310,1
311,6
312,5
313,0
314,9
315,9
316,6
317,5
318,10
319,9
320,10
321,5
322,9
323,8
324,6
325,9
326,6
327,6
328,10
329,6
330,9
331,9
332,3
333,5
334,5
335,3
336,9
337,5
338,6
339,4
340,10
341,6
342,10
343,2
344,8
345,9
346,5
347,7
348,3
349,5
350,9
351,3
352,9
353,8
354,10
355,9
356,6
357,5
358,6
359,6
360,0
361,3
362,0
363,10
364,9
365,0
366,9
367,10
368,9
369,0
370,9
371,9
372,8
373,3
374,5
375,4
376,10
377,10
378,6
379,10
380,7
381,9
382,6
383,10
384,9
385,9
386,10
387,5
388,0
389,6
390,9
391,9
392,6
393,1
394,10
395,5
396,4
397,0
398,4
399,5
400,6
401,9
402,6
403,3
404,9
405,9
406,5
407,10
408,3
409,9
410,3
411,5
412,0
413,6
414,2
415,5
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,6
846,6
847,6
848,6
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,7
892,7
893,7
894,7
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,8
983,8
984,8
985,8
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
