,Class
0,9
1,9
2,5
3,3
4,9
5,3
6,3
7,7
8,3
9,9
10,0
11,2
12,5
13,10
14,10
15,10
16,10
17,10
18,6
19,9
20,9
21,9
22,6
23,5
24,9
25,10
26,6
27,8
28,7
29,10
30,8
31,0
32,9
33,9
34,4
35,10
36,9
37,9
38,3
39,10
40,9
41,1
42,10
43,1
44,8
45,6
46,5
47,9
48,0
49,1
50,3
51,2
52,6
53,6
54,1
55,9
56,10
57,0
58,1
59,5
60,9
61,10
62,9
63,5
64,9
65,8
66,5
67,6
68,1
69,7
70,0
71,5
72,3
73,3
74,7
75,8
76,2
77,5
78,0
79,9
80,0
81,3
82,2
83,8
84,4
85,1
86,3
87,5
88,9
89,10
90,9
91,5
92,3
93,9
94,8
95,3
96,5
97,5
98,9
99,9
100,1
101,10
102,0
103,5
104,9
105,6
106,6
107,5
108,9
109,1
110,4
111,9
112,6
113,10
114,9
115,7
116,10
117,9
118,9
119,9
120,9
121,10
122,4
123,10
124,10
125,3
126,5
127,3
128,5
129,5
130,9
131,5
132,5
133,6
134,8
135,9
136,10
137,4
138,9
139,9
140,5
141,6
142,9
143,6
144,3
145,6
146,10
147,9
148,5
149,10
150,10
151,10
152,6
153,6
154,9
155,3
156,10
157,9
158,0
159,4
160,0
161,5
162,9
163,10
164,6
165,5
166,6
167,8
168,5
169,6
170,9
171,10
172,9
173,6
174,0
175,10
176,6
177,7
178,3
179,0
180,10
181,9
182,0
183,6
184,8
185,9
186,9
187,9
188,9
189,0
190,0
191,1
192,6
193,7
194,4
195,9
196,6
197,6
198,9
199,9
200,9
201,3
202,6
203,6
204,9
205,4
206,9
207,8
208,2
209,5
210,10
211,9
212,4
213,6
214,1
215,8
216,9
217,6
218,6
219,5
220,5
221,10
222,2
223,4
224,10
225,4
226,6
227,5
228,9
229,5
230,9
231,0
232,5
233,9
234,10
235,5
236,5
237,9
238,4
239,9
240,5
241,3
242,3
243,6
244,9
245,5
246,9
247,3
248,6
249,9
250,9
251,9
252,1
253,5
254,5
255,4
256,8
257,0
258,9
259,10
260,9
261,9
262,9
263,6
264,9
265,9
266,9
267,6
268,5
269,5
270,5
271,9
272,9
273,2
274,3
275,9
276,5
277,10
278,10
279,2
280,3
281,9
282,10
283,10
284,6
285,9
286,10
287,3
288,0
289,5
290,10
291,9
