,Class
0,6
1,5
2,6
3,5
4,5
5,5
6,7
7,10
8,4
9,6
10,9
11,6
12,4
13,5
14,8
15,9
16,3
17,7
18,7
19,6
20,9
21,4
22,9
23,9
24,9
25,10
26,10
27,0
28,6
29,3
30,9
31,9
32,10
33,5
34,1
35,10
36,0
37,9
38,9
39,4
40,10
41,9
42,6
43,1
44,3
45,9
46,7
47,9
48,4
49,10
50,9
51,9
52,6
53,3
54,9
55,0
56,9
57,5
58,10
59,0
60,5
61,10
62,6
63,9
64,5
65,8
66,5
67,6
68,9
69,6
70,4
71,5
72,0
73,0
74,10
75,6
76,9
77,6
78,9
79,6
80,10
81,4
82,3
83,9
84,6
85,1
86,3
87,8
88,4
89,9
90,9
91,3
92,6
93,10
94,10
95,6
96,5
97,9
98,5
99,10
100,9
101,9
102,0
103,3
104,9
105,6
106,5
107,2
108,3
109,9
110,6
111,0
112,10
113,2
114,9
115,3
116,9
117,3
118,8
119,9
120,10
121,0
122,9
123,8
124,6
125,6
126,0
127,3
128,4
129,9
130,9
131,0
132,9
133,6
134,6
135,10
136,6
137,3
138,0
139,5
140,4
141,1
142,3
143,8
144,3
145,4
146,9
147,10
148,10
149,4
150,8
151,3
152,8
153,10
154,4
155,3
156,9
157,9
158,10
159,10
160,9
161,0
162,6
163,1
164,3
165,0
166,10
167,9
168,9
169,3
170,3
171,5
172,9
173,10
174,9
175,10
176,0
177,5
178,9
179,3
180,10
181,5
182,0
183,6
184,5
185,9
186,10
187,10
188,1
189,6
190,9
191,7
192,1
193,9
194,6
195,6
196,5
197,5
198,5
199,10
200,10
201,5
202,9
203,0
204,9
205,5
206,5
207,0
208,9
209,1
210,9
211,0
212,6
213,2
214,9
215,5
216,6
217,10
218,1
219,10
220,9
221,9
222,6
223,10
224,9
225,10
226,6
227,7
228,9
229,5
230,4
231,5
232,9
233,5
234,5
235,2
236,0
237,3
238,9
239,4
240,9
241,4
242,10
243,10
244,5
245,10
246,6
247,5
248,9
249,5
250,5
251,10
252,9
253,5
254,5
255,10
256,9
257,4
258,7
259,10
260,10
261,5
262,5
263,8
264,6
265,5
266,5
267,6
268,9
269,6
270,10
271,6
272,9
273,6
274,0
275,9
276,10
277,5
278,8
279,9
280,6
281,9
282,6
283,5
284,9
285,9
286,6
287,10
288,5
289,2
290,9
291,3
292,9
293,5
294,6
295,8
296,9
297,6
298,1
299,3
300,6
301,9
302,3
303,5
304,10
305,3
306,10
307,6
308,9
309,7
310,9
311,6
312,10
313,8
