,Class
0,3
1,6
2,4
3,0
4,3
5,6
6,4
7,8
8,9
9,6
10,7
11,5
12,10
13,2
14,8
15,0
16,6
17,0
18,8
19,4
20,9
21,10
22,1
23,3
24,1
25,6
26,5
27,10
28,8
29,8
30,7
31,5
32,4
33,1
34,9
35,9
36,9
37,1
38,8
39,5
40,0
41,5
42,10
43,9
44,5
45,9
46,5
47,6
48,9
49,5
50,4
51,5
52,5
53,5
54,9
55,10
56,0
57,6
58,9
59,10
60,0
61,9
62,7
63,9
64,3
65,9
66,10
67,9
68,9
69,9
70,5
71,9
72,6
73,5
74,0
75,10
76,9
77,10
78,1
79,10
80,6
81,5
82,0
83,9
84,9
85,1
86,4
87,5
88,10
89,9
90,10
91,3
92,6
93,8
94,0
95,3
96,3
97,9
98,5
99,3
100,10
101,6
102,10
103,6
104,6
105,10
106,5
107,3
108,2
109,6
110,9
111,3
112,1
113,10
114,6
115,10
116,10
117,6
118,6
119,10
120,10
121,6
122,10
123,10
124,9
125,9
126,9
127,9
128,3
129,9
130,3
131,5
132,3
133,8
134,10
135,3
136,4
137,0
138,9
139,6
140,9
141,6
142,9
143,9
144,10
145,10
146,9
147,9
148,9
149,9
150,10
151,10
152,2
153,5
154,9
155,3
156,5
157,5
158,3
159,6
160,10
161,9
162,0
163,9
164,10
165,9
166,10
167,5
168,9
169,3
170,9
171,0
172,3
173,3
174,7
175,3
176,6
177,3
178,7
179,6
180,10
181,4
182,10
183,3
184,8
185,5
186,10
187,9
188,4
189,10
190,1
191,9
192,6
193,6
194,10
195,10
196,10
197,10
198,10
199,10
200,6
201,9
202,9
203,10
204,4
205,5
206,5
207,10
208,3
209,5
210,5
211,10
212,0
213,3
214,9
215,6
216,9
217,10
218,2
219,9
220,9
221,0
222,6
223,1
224,4
225,0
226,6
227,2
228,8
229,6
230,6
231,10
232,9
233,10
234,9
235,10
236,5
237,10
238,6
239,3
240,5
241,10
242,6
243,9
244,9
245,10
246,6
247,6
248,9
249,8
250,5
251,7
252,3
253,3
254,7
255,5
256,8
257,4
258,5
259,9
260,10
261,7
262,6
263,9
264,10
265,5
266,0
267,6
268,9
269,9
270,3
271,6
272,7
273,5
274,9
275,9
276,9
277,9
278,9
279,4
280,5
281,5
282,10
283,9
284,5
285,2
286,5
287,9
288,10
289,10
290,9
291,9
292,6
293,9
294,5
295,6
296,0
297,5
298,9
299,9
300,5
301,4
302,2
303,2
304,2
305,5
306,5
307,10
308,9
309,8
310,4
311,3
312,6
313,5
314,5
315,5
316,5
317,9
318,9
319,9
320,3
321,9
322,9
323,9
324,5
325,0
326,6
327,0
328,9
329,0
330,4
331,5
332,9
333,10
334,2
335,3
336,10
337,9
338,9
339,10
340,9
341,10
342,6
343,0
344,5
345,5
346,10
347,3
348,9
349,9
350,10
351,10
352,5
353,9
354,10
355,6
356,9
357,9
358,8
359,8
360,5
361,0
362,10
363,9
364,6
365,6
366,5
367,3
368,9
369,2
370,6
371,8
372,5
373,4
374,5
375,3
376,3
377,10
378,2
379,6
380,5
381,1
382,9
383,9
384,8
385,5
386,10
387,6
388,0
389,1
390,3
391,1
392,4
393,9
394,9
395,5
396,0
397,6
398,6
399,9
400,4
401,5
402,5
403,1
404,3
405,6
406,9
407,0
408,9
409,6
410,5
411,9
412,10
413,6
414,1
415,3
416,9
417,8
418,3
419,9
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,3
725,3
726,3
727,3
728,3
729,3
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,4
806,4
807,4
808,4
809,4
810,4
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,5
844,5
845,5
846,5
847,5
848,5
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,6
890,6
891,6
892,6
893,6
894,6
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,7
981,7
982,7
983,7
984,7
985,7
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
1017,8
1018,8
1019,8
1020,8
1021,8
1022,8
1023,8
1024,8
1025,8
1026,8
1027,8
1028,8
1029,8
1030,8
1031,8
1032,8
1033,8
1034,8
1035,8
1036,8
1037,8
1038,8
1039,8
1040,8
1041,8
1042,8
1043,8
1044,8
1045,8
1046,8
1047,8
1048,8
1049,8
1050,8
1051,8
1052,8
1053,8
1054,8
1055,8
1056,8
1057,8
1058,8
1059,8
1060,8
1061,8
1062,8
1063,8
1064,8
1065,8
1066,8
1067,8
1068,10
1069,10
1070,10
1071,10
1072,10
1073,10
1074,10
1075,10
1076,10
1077,10
1078,10
1079,10
1080,10
1081,10
1082,10
1083,10
1084,10
1085,10
1086,10
1087,10
1088,10
1089,10
1090,10
1091,10
1092,10
1093,10
1094,10
1095,10
1096,10
1097,10
1098,10
1099,10
