,Class
0,2
1,9
2,9
3,3
4,10
5,6
6,10
7,6
8,6
9,9
10,10
11,10
12,9
13,3
14,10
15,3
16,6
17,10
18,6
19,5
20,3
21,6
22,9
23,3
24,7
25,4
26,0
27,5
28,9
29,3
30,9
31,9
32,9
33,10
34,10
35,9
36,9
37,3
38,0
39,10
40,5
41,6
42,5
43,10
44,10
45,2
46,5
47,5
48,6
49,5
50,9
51,2
52,9
53,6
54,5
55,9
56,9
57,9
58,1
59,5
60,9
61,9
62,6
63,5
64,7
65,9
66,10
67,10
68,9
69,2
70,8
71,9
72,3
73,8
74,6
75,3
76,5
77,10
78,6
79,5
80,0
81,10
82,0
83,6
84,6
85,9
86,9
87,3
88,8
89,9
90,3
91,5
92,0
93,5
94,4
95,6
96,6
97,5
98,0
99,6
100,9
101,3
102,2
103,9
104,9
105,6
106,4
107,9
108,10
109,5
110,5
111,9
112,9
113,5
114,9
115,10
116,9
117,9
118,10
119,7
120,0
121,10
122,6
123,4
124,5
125,5
126,3
127,9
128,9
129,4
130,5
131,10
132,9
133,5
134,6
135,9
136,9
137,9
138,8
139,5
140,10
141,6
142,0
143,9
144,3
145,10
146,3
147,3
148,9
149,9
150,7
151,5
152,0
153,8
154,10
155,6
156,5
157,0
158,6
159,10
160,2
161,6
162,6
163,9
164,10
165,10
166,2
167,3
168,1
169,4
170,10
171,6
172,3
173,10
174,1
175,3
176,5
177,6
178,9
179,10
180,2
181,10
182,9
183,10
184,9
185,7
186,9
187,5
188,0
189,6
190,8
191,10
192,6
193,3
194,4
195,0
196,6
197,4
198,4
199,10
200,10
201,0
202,9
203,10
204,9
205,3
206,0
207,3
208,10
209,9
210,3
211,10
212,8
213,4
214,5
215,9
216,9
217,2
218,5
219,3
220,3
221,3
222,3
223,9
224,5
225,0
226,9
227,9
228,1
229,9
230,10
231,3
232,9
233,9
234,10
235,8
236,8
237,10
238,5
239,9
240,5
241,8
242,10
243,10
244,9
245,5
246,9
247,1
248,10
249,1
250,4
251,8
252,3
253,8
254,9
255,4
256,5
257,7
258,5
259,2
260,4
261,1
262,5
263,9
264,6
265,6
266,9
267,9
268,0
269,7
270,0
271,4
272,9
273,8
274,9
275,6
276,3
277,6
278,9
279,9
280,4
281,9
282,5
283,5
284,9
285,9
286,0
287,3
288,1
289,5
290,3
291,3
292,9
293,10
294,10
295,5
296,9
297,6
298,6
299,0
300,9
301,6
302,9
303,2
304,1
305,8
306,5
307,8
308,0
309,10
310,6
311,5
312,5
313,0
314,10
315,9
316,9
317,3
318,9
319,5
320,6
321,5
322,3
323,5
324,4
325,10
326,3
327,10
328,0
329,5
330,6
331,10
332,9
333,5
334,7
335,3
336,10
337,6
338,9
339,1
340,10
341,4
342,5
343,5
344,10
345,10
346,6
347,3
348,9
349,5
350,1
351,10
352,6
353,1
354,6
355,9
356,5
357,10
358,3
359,9
360,1
361,9
362,9
363,10
364,9
365,8
366,5
367,6
368,10
369,0
370,6
371,2
372,6
373,4
374,10
375,9
376,9
377,10
378,5
379,5
380,6
381,6
382,5
383,0
384,9
385,9
386,5
387,6
388,5
389,9
390,10
391,5
392,1
393,9
394,10
395,9
396,6
397,0
398,10
399,4
400,9
401,8
402,9
403,9
404,10
405,5
406,10
407,5
408,9
409,8
410,6
411,7
412,5
413,10
414,0
415,0
416,0
417,0
418,0
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,1
490,1
491,1
492,1
493,1
494,1
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,2
576,2
577,2
578,2
579,2
580,2
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,3
664,3
665,3
666,3
667,3
668,3
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
682,3
683,3
684,3
685,3
686,3
687,3
688,3
689,3
690,3
691,3
692,3
693,3
694,3
695,3
696,3
697,3
698,3
699,3
700,3
701,3
702,3
703,3
704,3
705,3
706,3
707,3
708,3
709,3
710,3
711,3
712,3
713,3
714,3
715,3
716,3
717,3
718,3
719,3
720,3
721,3
722,3
723,3
724,4
725,4
726,4
727,4
728,4
729,4
730,4
731,4
732,4
733,4
734,4
735,4
736,4
737,4
738,4
739,4
740,4
741,4
742,4
743,4
744,4
745,4
746,4
747,4
748,4
749,4
750,4
751,4
752,4
753,4
754,4
755,4
756,4
757,4
758,4
759,4
760,4
761,4
762,4
763,4
764,4
765,4
766,4
767,4
768,4
769,4
770,4
771,4
772,4
773,4
774,4
775,4
776,4
777,4
778,4
779,4
780,4
781,4
782,4
783,4
784,4
785,4
786,4
787,4
788,4
789,4
790,4
791,4
792,4
793,4
794,4
795,4
796,4
797,4
798,4
799,4
800,4
801,4
802,4
803,4
804,4
805,5
806,5
807,5
808,5
809,5
810,5
811,5
812,5
813,5
814,5
815,5
816,5
817,5
818,5
819,5
820,5
821,5
822,5
823,5
824,5
825,5
826,5
827,5
828,5
829,5
830,5
831,5
832,5
833,5
834,5
835,5
836,5
837,5
838,5
839,5
840,5
841,5
842,5
843,6
844,6
845,6
846,6
847,6
848,6
849,6
850,6
851,6
852,6
853,6
854,6
855,6
856,6
857,6
858,6
859,6
860,6
861,6
862,6
863,6
864,6
865,6
866,6
867,6
868,6
869,6
870,6
871,6
872,6
873,6
874,6
875,6
876,6
877,6
878,6
879,6
880,6
881,6
882,6
883,6
884,6
885,6
886,6
887,6
888,6
889,7
890,7
891,7
892,7
893,7
894,7
895,7
896,7
897,7
898,7
899,7
900,7
901,7
902,7
903,7
904,7
905,7
906,7
907,7
908,7
909,7
910,7
911,7
912,7
913,7
914,7
915,7
916,7
917,7
918,7
919,7
920,7
921,7
922,7
923,7
924,7
925,7
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,7
935,7
936,7
937,7
938,7
939,7
940,7
941,7
942,7
943,7
944,7
945,7
946,7
947,7
948,7
949,7
950,7
951,7
952,7
953,7
954,7
955,7
956,7
957,7
958,7
959,7
960,7
961,7
962,7
963,7
964,7
965,7
966,7
967,7
968,7
969,7
970,7
971,7
972,7
973,7
974,7
975,7
976,7
977,7
978,7
979,7
980,8
981,8
982,8
983,8
984,8
985,8
986,8
987,8
988,8
989,8
990,8
991,8
992,8
993,8
994,8
995,8
996,8
997,8
998,8
999,8
1000,8
1001,8
1002,8
1003,8
1004,8
1005,8
1006,8
1007,8
1008,8
1009,8
1010,8
1011,8
1012,8
1013,8
1014,8
1015,8
1016,8
