,Class
0,8
1,9
2,6
3,3
4,9
5,5
6,9
7,9
8,9
9,9
10,10
11,3
12,9
13,8
14,9
15,10
16,10
17,10
18,5
19,3
20,3
21,5
22,1
23,5
24,5
25,10
26,5
27,3
28,2
29,4
30,10
31,9
32,3
33,9
34,10
35,6
36,9
37,5
38,5
39,10
40,5
41,6
42,9
43,9
44,8
45,10
46,9
47,3
48,5
49,10
50,9
51,8
52,6
53,10
54,8
55,6
56,3
57,8
58,5
59,0
60,9
61,3
62,10
63,0
64,3
65,10
66,9
67,9
68,4
69,5
70,2
71,5
72,0
73,2
74,10
75,9
76,9
77,9
78,9
79,10
80,4
81,4
82,5
83,10
84,9
85,9
86,6
87,10
88,10
89,6
90,5
91,0
92,6
93,9
94,9
95,9
96,10
97,9
98,9
99,2
100,1
101,10
102,8
103,6
104,0
105,0
106,9
107,9
108,0
109,0
110,10
111,10
112,7
113,9
114,10
115,9
116,1
117,9
118,10
119,6
120,6
121,6
122,4
123,3
124,3
125,9
126,1
127,7
128,10
129,0
130,6
131,0
132,0
133,2
134,6
135,2
136,8
137,9
138,6
139,9
140,9
141,7
142,5
143,0
144,10
145,9
146,1
147,8
148,9
149,4
150,3
151,8
152,4
153,10
154,1
155,5
156,9
157,6
158,9
159,5
160,5
161,0
162,6
163,10
164,9
165,1
166,10
167,5
168,3
169,6
170,5
171,6
172,1
173,10
174,8
175,9
176,9
177,9
178,9
179,9
180,6
181,9
182,5
183,5
184,4
185,10
186,5
187,2
188,9
189,9
190,10
191,9
192,6
193,4
194,9
195,9
196,10
197,3
198,10
199,5
200,5
201,9
202,9
203,5
204,10
205,9
206,9
207,9
208,6
209,4
210,7
211,0
212,3
213,5
214,6
215,6
216,10
217,5
218,0
219,0
220,3
221,5
222,9
223,3
224,3
225,6
226,8
227,5
228,9
229,5
230,0
231,9
232,10
233,9
234,3
235,5
236,0
237,9
238,9
239,3
240,9
241,9
242,10
243,6
244,10
245,6
246,10
247,0
248,9
249,10
250,6
251,9
252,10
253,10
254,5
255,6
256,6
257,8
258,9
259,9
260,4
261,5
262,10
263,10
264,8
265,3
266,10
267,9
268,9
269,6
270,4
271,2
272,9
273,3
274,9
275,5
276,1
277,6
278,6
279,5
280,7
281,10
282,10
283,6
284,10
285,10
286,10
287,9
288,7
289,5
290,1
291,9
292,7
293,3
294,9
295,6
296,1
297,0
298,0
299,6
300,8
301,6
302,6
303,0
304,9
305,6
306,3
307,9
308,10
309,9
310,10
311,10
312,2
313,5
314,6
315,9
316,5
317,7
318,5
319,9
320,5
321,5
322,6
323,10
324,6
325,5
326,0
327,6
328,9
329,5
330,9
331,9
332,9
333,9
334,6
335,5
336,10
337,5
338,6
339,5
340,7
341,9
342,3
343,3
344,3
345,10
346,9
347,5
348,6
349,10
350,9
351,5
352,9
353,9
354,2
355,3
356,3
357,10
358,5
