,Class
0,6
1,5
2,5
3,9
4,6
5,9
6,9
7,10
8,9
9,0
10,5
11,10
12,8
13,6
14,10
15,0
16,6
17,10
18,2
19,10
20,9
21,9
22,5
23,9
24,10
25,10
26,5
27,6
28,6
29,6
30,6
31,2
32,9
33,8
34,5
35,10
36,5
37,4
38,3
39,6
40,9
41,3
42,9
43,10
44,1
45,8
46,9
47,10
48,8
49,5
50,8
51,10
52,9
53,8
54,6
55,6
56,6
57,6
58,3
59,9
60,4
61,0
62,3
63,9
64,1
65,2
66,2
67,0
68,6
69,9
70,9
71,0
72,10
73,6
74,8
75,5
76,3
77,9
78,10
79,9
80,1
81,0
82,9
83,0
84,6
85,1
86,3
87,9
88,9
89,8
90,9
91,6
92,9
93,5
94,10
95,6
96,10
97,5
98,3
99,9
100,7
101,4
102,5
103,5
104,9
105,10
106,9
107,9
108,5
109,0
110,8
111,10
112,8
113,10
114,9
115,9
116,10
117,9
118,9
119,9
120,6
121,10
122,9
123,9
124,7
125,5
126,0
127,1
128,6
129,3
130,4
131,0
132,6
133,7
134,9
135,10
136,2
137,6
138,10
139,10
140,5
141,6
142,4
143,9
144,3
145,9
146,9
147,9
148,8
149,10
150,5
151,6
152,0
153,5
154,4
155,9
156,9
157,9
158,0
159,6
160,8
161,5
162,9
163,1
164,9
165,10
166,5
167,10
168,2
169,9
170,9
171,10
172,4
173,6
174,6
175,5
176,9
177,5
178,5
179,4
180,10
181,2
182,5
183,0
184,6
185,4
186,0
187,4
188,9
189,3
190,9
191,10
192,10
193,7
194,3
195,6
196,9
197,10
198,10
199,9
200,7
201,1
202,5
203,6
204,5
205,3
206,3
207,4
208,5
209,4
210,5
211,6
212,9
213,6
214,9
215,7
216,6
217,3
218,9
219,5
220,5
221,3
222,7
223,10
224,9
225,9
226,9
227,5
228,6
229,9
230,9
231,0
232,10
233,0
234,7
235,0
236,3
237,10
238,5
239,2
240,9
241,5
242,5
243,8
244,5
245,10
246,5
247,9
248,3
249,3
250,6
251,10
252,10
253,0
254,9
255,9
256,9
257,9
258,5
259,10
260,9
261,5
262,0
263,9
264,2
265,9
266,9
267,5
268,5
269,0
270,5
271,0
272,1
273,9
274,10
275,9
276,5
277,3
278,6
279,6
280,3
281,5
282,9
283,3
284,9
285,6
286,0
287,10
288,1
289,6
290,10
291,10
292,3
293,3
294,3
295,5
296,5
297,3
298,3
299,9
300,9
301,0
302,9
303,4
304,10
305,6
306,10
307,10
308,9
309,9
310,5
311,10
312,9
313,9
314,9
315,6
316,6
317,5
318,9
319,10
320,8
321,10
322,10
323,10
324,10
325,8
326,5
327,10
328,0
329,3
330,3
331,9
332,2
333,6
334,9
335,5
336,3
337,3
338,9
339,3
340,5
341,6
342,6
343,10
344,9
345,5
346,9
347,9
348,0
349,3
350,6
351,9
352,10
353,10
354,6
355,9
356,10
357,10
358,1
359,4
360,9
361,9
362,7
363,1
