,Class
0,6
1,6
2,9
3,5
4,5
5,5
6,9
7,5
8,10
9,5
10,9
11,6
12,9
13,9
14,9
15,5
16,4
17,6
18,7
19,9
20,8
21,8
22,1
23,5
24,6
25,3
26,8
27,10
28,9
29,8
30,9
31,8
32,4
33,10
34,6
35,10
36,5
37,10
38,9
39,10
40,5
41,9
42,5
43,6
44,8
45,3
46,7
47,9
48,0
49,5
50,5
51,0
52,9
53,3
54,9
55,9
56,5
57,6
58,4
59,9
60,8
61,6
62,5
63,1
64,6
65,5
66,0
67,9
68,9
69,2
70,10
71,9
72,0
73,3
74,3
75,9
76,10
77,3
78,9
79,0
80,4
81,9
82,0
83,9
84,9
85,3
86,0
87,0
88,10
89,0
90,10
91,5
92,5
93,1
94,9
95,6
96,1
97,7
98,10
99,9
100,9
101,4
102,9
103,0
104,3
105,10
106,3
107,5
108,4
109,9
110,6
111,10
112,6
113,9
114,3
115,9
116,6
117,8
118,10
119,9
120,6
121,3
122,6
123,9
124,5
125,5
126,10
127,0
128,9
129,5
130,6
131,6
132,3
133,9
134,9
135,9
136,3
137,10
138,6
139,3
140,5
141,9
142,9
143,9
144,6
145,6
146,10
147,9
148,10
149,7
150,6
151,5
152,3
153,9
154,3
155,3
156,10
157,5
158,1
159,9
160,3
161,6
162,6
163,9
164,0
165,9
166,9
167,5
168,9
169,6
170,2
171,6
172,0
173,9
174,9
175,5
176,5
177,3
178,3
179,5
180,1
181,4
182,3
183,0
184,8
185,6
186,9
187,9
188,5
189,5
190,2
191,10
192,1
193,9
194,6
195,3
196,7
197,2
198,9
199,10
200,2
201,5
202,4
203,6
204,6
205,3
206,9
207,5
208,8
209,1
210,0
211,9
212,4
213,9
214,10
215,9
216,10
217,10
218,5
219,5
220,5
221,6
222,2
223,9
224,3
225,0
226,9
227,8
228,5
229,9
230,10
231,9
232,0
233,6
234,10
235,10
236,9
237,10
238,4
239,10
240,10
241,1
242,9
243,9
244,10
245,9
246,5
247,8
248,10
249,5
250,10
251,6
252,6
253,9
254,0
255,5
256,5
257,10
258,10
259,9
260,2
261,2
262,10
263,9
264,9
265,8
266,9
267,10
268,9
269,10
270,1
271,7
272,6
273,5
274,4
275,10
276,0
277,9
278,9
279,10
280,9
281,9
282,9
283,1
284,6
285,9
286,0
287,9
288,10
289,6
290,5
291,5
292,6
293,9
294,5
295,9
296,5
297,9
298,7
299,10
300,3
301,7
302,2
303,10
304,0
305,5
306,4
307,3
308,6
309,10
310,6
311,5
312,5
313,10
314,9
315,10
316,5
317,0
318,5
319,10
320,1
321,4
322,10
323,3
324,3
325,1
326,10
327,3
328,6
329,2
330,5
331,10
332,10
333,6
334,5
335,5
336,10
337,4
338,9
339,3
340,6
341,5
342,9
343,10
344,10
345,9
346,9
347,10
348,10
349,5
350,3
351,9
352,3
353,10
354,3
355,9
356,5
357,6
358,5
359,8
360,9
361,9
362,8
363,3
364,6
365,8
366,6
367,10
368,10
369,3
370,10
371,6
372,5
373,4
374,9
375,10
376,9
377,10
378,9
379,1
380,0
381,9
382,9
383,2
384,10
385,6
386,9
387,9
388,9
389,9
390,4
391,3
392,2
393,10
394,9
395,10
396,6
397,5
398,10
399,6
400,10
401,0
402,10
403,6
404,5
405,4
406,5
407,6
408,8
409,6
410,8
411,5
412,3
413,0
414,4
415,7
416,4
417,3
418,3
419,6
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,0
428,0
429,0
430,0
431,0
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,0
444,0
445,0
446,0
447,0
448,0
449,0
450,0
451,0
452,0
453,0
454,0
455,0
456,0
457,0
458,0
459,0
460,0
461,0
462,0
463,0
464,0
465,0
466,0
467,0
468,0
469,0
470,0
471,0
472,0
473,0
474,0
475,0
476,0
477,0
478,0
479,0
480,0
481,0
482,0
483,0
484,0
485,0
486,0
487,0
488,0
489,0
490,0
491,0
492,0
493,0
494,0
495,1
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,1
504,1
505,1
506,1
507,1
508,1
509,1
510,1
511,1
512,1
513,1
514,1
515,1
516,1
517,1
518,1
519,1
520,1
521,1
522,1
523,1
524,1
525,1
526,1
527,1
528,1
529,1
530,1
531,1
532,1
533,1
534,1
535,1
536,1
537,1
538,1
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,1
555,1
556,1
557,1
558,1
559,1
560,1
561,1
562,1
563,1
564,1
565,1
566,1
567,1
568,1
569,1
570,1
571,1
572,1
573,1
574,1
575,1
576,1
577,1
578,1
579,1
580,1
581,2
582,2
583,2
584,2
585,2
586,2
587,2
588,2
589,2
590,2
591,2
592,2
593,2
594,2
595,2
596,2
597,2
598,2
599,2
600,2
601,2
602,2
603,2
604,2
605,2
606,2
607,2
608,2
609,2
610,2
611,2
612,2
613,2
614,2
615,2
616,2
617,2
618,2
619,2
620,2
621,2
622,2
623,2
624,2
625,2
626,2
627,2
628,2
629,2
630,2
631,2
632,2
633,2
634,2
635,2
636,2
637,2
638,2
639,2
640,2
641,2
642,2
643,2
644,2
645,2
646,2
647,2
648,2
649,2
650,2
651,2
652,2
653,2
654,2
655,2
656,2
657,2
658,2
659,2
660,2
661,2
662,2
663,2
664,2
665,2
666,2
667,2
668,2
669,3
670,3
671,3
672,3
673,3
674,3
675,3
676,3
677,3
678,3
679,3
680,3
681,3
