,Class
0,5
1,6
2,3
3,6
4,5
5,4
6,9
7,4
8,6
9,10
10,4
11,9
12,9
13,4
14,4
15,1
16,5
17,5
18,10
19,9
20,0
21,1
22,8
23,4
24,8
25,9
26,6
27,9
28,0
29,9
30,8
31,8
32,5
33,5
34,10
35,9
36,8
37,8
38,3
39,9
40,6
41,3
42,10
43,9
44,9
45,6
46,5
47,0
48,9
49,9
50,3
51,10
52,0
53,5
54,4
55,10
56,9
57,10
58,5
59,3
60,4
61,7
62,3
63,9
64,2
65,10
66,3
67,9
68,9
69,9
70,10
71,4
72,0
73,2
74,0
75,7
76,8
77,10
78,10
79,9
80,5
81,3
82,3
83,9
84,3
85,6
86,4
87,0
88,10
89,10
90,3
91,4
92,8
93,6
94,9
95,5
96,3
97,10
98,10
99,8
100,6
101,0
102,3
103,10
104,10
105,9
106,6
107,6
108,9
109,9
110,5
111,9
112,10
113,2
114,10
115,6
116,5
117,5
118,9
119,9
120,5
121,5
122,6
123,8
124,10
125,9
126,6
127,9
128,10
129,6
130,10
131,5
132,5
133,0
134,9
135,10
136,6
137,3
138,0
139,0
140,6
141,5
142,10
143,10
144,6
145,2
146,9
147,5
148,9
149,7
150,10
151,10
152,6
153,1
154,9
155,1
156,5
157,9
158,0
159,1
160,9
161,10
162,5
163,2
164,3
165,5
166,9
167,10
168,3
169,6
170,8
171,0
172,5
173,7
174,3
175,5
176,5
177,2
178,10
179,3
180,7
181,0
182,5
183,9
184,6
185,1
186,1
187,10
188,9
189,10
190,0
191,3
192,10
193,6
194,8
195,3
196,0
197,3
198,9
199,5
200,9
201,6
202,9
203,6
204,10
205,1
206,5
207,3
208,5
209,6
210,5
211,1
212,6
213,6
214,9
215,5
216,6
217,10
218,9
219,9
220,9
221,10
222,3
223,4
224,6
225,5
226,5
227,0
228,6
229,3
230,0
231,10
232,10
233,0
234,10
235,5
236,5
237,9
238,10
239,6
240,9
241,9
242,6
243,10
244,10
245,3
246,6
247,5
248,9
249,10
250,0
251,6
252,1
253,3
254,6
255,5
256,9
257,9
258,9
259,2
260,9
261,9
262,2
263,10
264,5
265,9
266,5
267,0
268,1
269,9
270,3
271,1
272,9
273,5
274,5
275,3
276,10
277,10
278,8
279,0
280,9
281,10
282,9
283,9
284,9
285,5
286,7
287,10
288,5
289,5
290,2
291,10
292,6
293,9
294,9
295,9
296,9
297,3
298,8
299,0
300,6
301,9
302,5
303,3
304,4
305,6
306,3
307,9
308,10
309,4
310,9
311,6
312,6
313,5
314,4
315,5
316,5
317,9
318,9
319,3
320,4
321,7
322,9
323,5
324,10
325,6
326,8
327,6
328,9
329,6
330,10
331,8
332,9
333,9
334,6
335,10
336,9
337,10
338,9
339,5
340,2
341,4
342,10
343,10
344,6
345,6
346,9
347,5
348,3
349,10
350,9
351,9
352,5
353,9
354,6
355,5
356,1
357,8
358,10
359,9
360,9
361,4
362,5
363,6
364,6
365,7
366,9
367,1
368,8
369,9
370,5
371,3
372,0
373,9
374,4
