,Class
0,5
1,3
2,6
3,3
4,6
5,5
6,4
7,9
8,4
9,6
10,10
11,4
12,9
13,9
14,4
15,4
16,1
17,5
18,5
19,10
20,9
21,0
22,1
23,8
24,9
25,4
26,8
27,9
28,6
29,9
30,0
31,9
32,8
33,8
34,5
35,5
36,10
37,9
38,8
39,8
40,3
41,9
42,6
43,3
44,10
45,9
46,9
47,6
48,5
49,0
50,9
51,9
52,3
53,10
54,0
55,5
56,4
57,10
58,9
59,10
60,5
61,3
62,4
63,7
64,3
65,9
66,2
67,10
68,3
69,9
70,9
71,9
72,10
73,4
74,0
75,2
76,0
77,7
78,8
79,10
80,10
81,9
82,5
83,3
84,3
85,9
86,3
87,6
88,4
89,0
90,10
91,10
92,3
93,4
94,8
95,6
96,9
97,5
98,3
99,10
100,10
101,8
102,6
103,0
104,3
105,10
106,10
107,9
108,6
109,6
110,9
111,9
112,5
113,9
114,10
115,2
116,10
117,6
118,5
119,5
120,9
121,9
122,5
123,5
124,6
125,8
126,10
127,9
128,6
129,9
130,10
131,6
132,10
133,5
134,5
135,0
136,9
137,10
138,6
139,3
140,0
141,0
142,6
143,5
144,10
145,10
146,6
147,2
148,9
149,5
150,9
151,7
152,10
153,10
154,6
155,1
156,9
157,1
158,5
159,9
160,0
161,1
162,9
163,10
164,5
165,2
166,3
167,5
168,9
169,10
170,3
171,6
172,8
173,9
174,0
175,5
176,7
177,3
178,5
179,5
180,2
181,10
182,3
183,7
184,0
185,5
186,9
187,6
188,1
189,1
190,10
191,9
192,10
193,0
194,3
195,10
196,6
197,8
198,3
199,0
200,3
201,9
202,5
203,9
204,6
205,9
206,6
207,10
208,1
209,5
210,3
211,5
212,6
213,5
214,1
215,6
216,6
217,9
218,5
219,6
220,10
221,9
222,9
223,9
224,10
225,3
226,4
227,6
228,5
229,5
230,0
231,6
232,3
233,0
234,10
235,6
236,10
237,0
238,10
239,5
240,5
241,9
242,10
243,6
244,9
245,9
246,6
247,10
248,10
249,3
250,6
251,5
252,9
253,10
254,0
255,6
256,1
257,3
258,6
259,5
260,9
261,9
262,9
263,2
264,9
265,9
266,2
267,5
268,10
269,5
270,9
271,9
272,5
273,0
274,1
275,9
276,3
277,1
278,9
279,5
280,5
281,3
282,10
283,10
284,8
285,0
286,9
287,10
288,9
289,9
290,9
291,5
292,7
293,10
294,5
295,5
296,2
297,10
298,6
299,9
300,9
301,9
302,9
303,3
304,8
305,0
306,6
307,9
308,5
309,3
310,4
311,6
312,3
313,9
314,10
315,4
316,9
317,6
318,6
319,5
320,4
321,5
322,10
323,5
324,9
325,9
326,10
327,3
328,4
329,7
330,9
331,5
332,10
333,6
334,8
335,6
336,9
337,6
338,10
339,8
340,9
341,9
342,6
343,10
344,9
345,10
346,9
347,5
348,2
349,4
350,10
351,10
352,6
353,6
354,9
355,5
356,3
357,10
358,9
359,9
360,5
361,9
362,6
363,5
364,1
365,8
366,10
367,9
368,9
369,4
370,5
371,6
372,6
373,7
374,9
375,1
376,8
377,9
378,5
379,3
380,0
381,9
382,4
383,5
384,10
385,7
386,9
387,2
388,9
389,10
390,10
391,10
392,6
393,3
394,10
395,10
396,3
397,2
398,5
399,9
400,5
401,9
402,9
403,9
404,9
405,9
406,10
407,5
408,6
409,6
410,0
411,9
412,6
413,9
414,10
415,9
416,9
417,5
418,3
419,3
